3918816,思科cisco,UCSC-C240-M4S
3918865,汉柏,C660G3-S1
3918613,清华同方,超强TR730
3918589,Lenovo systemX,System x3500M5
3918590,Lenovo systemX,System x3550M5
3917933,云海麒麟,YH-5208G
3917932,云海麒麟,YH-5208G
3917522,华为,RH1288 V2+1*E5-2620V2处理器+32GB 内存
3917519,华为,RH2288H V2+2*E5-2620V2处理器+32GB 内存
3917184,惠普,ML350 Gen9
3916855,超云,R8123 G10
3916862,超云,R5215 G10
3916614,华三（H3C）,H3C UIS R390 G2【配置升级
3916613,华三（H3C）,H3C UIS R390 G2
3921652,inspur浪潮,NF5568M4
3921649,inspur浪潮,TS860G3
3921654,inspur浪潮,NF5280M4
3921350,戴尔,Dell PowerEdge C6320
3921349,戴尔,Dell PowerEdge R430
3921351,戴尔,Dell PowerEdge R730XD
3919373,曙光,L640-G
3919372,曙光,A840
3919327,LTHPC（联泰集群）,LT-1028GQ
3919326,LTHPC（联泰集群）,LT-7048GR-TR
3919098,PowerLeader（宝德）,PR2750G
3919118,PowerLeader（宝德）,PR1763GW
3919116,PowerLeader（宝德）,PR2730R
3918821,思科cisco,UCSC-C220-M4S
3918820,思科cisco,UCSC-C220-M4S
3918867,汉柏,C640 G2
3918866,汉柏,C640 G3
3918822,思科cisco,UCSC-C240-M4S
3918884,汉柏,PS-5221
3918614,清华同方,超强TR730
3917927,云海麒麟,YH-5208G
3917939,云海麒麟,YH-5208G
3917926,云海麒麟,YH-5208G
3917524,华为,RH2288A V2+2*E5-2620V2处理器+64GB 内存
3917530,华为,RH1288A V2+1*E5-2620V2处理器+64GB 内存
3917527,华为,RH2285H V2+2*E5-2620V2处理器+64GB 内存
3916863,超云,R9480 G10
3916865,超云,R9440 G10
3916864,超云,R5410 G10
3916615,华三（H3C）,H3C UIS R390 G2
3921646,inspur浪潮,K1 910
3921645,inspur浪潮,K1 910
3921644,inspur浪潮,K1 950
3921486,新云东方,NA7824(7824-A1C)
3921485,新云东方,NA7822(7822-A1C)
3921484,新云东方,NA6814(6814-A1C)
3919377,曙光,I980-G
3919375,曙光,I980-G10（支持双四路）
3918592,Lenovo systemX,System x3850X6
3918591,Lenovo systemX,System x3950X6
3918593,Lenovo systemX,Flex system x480X6
3917897,Lenovo（联想）,ThinkServer RQ940
3917896,Lenovo（联想）,ThinkServer RQ940
3917895,Lenovo（联想）,ThinkServer RQ940
3917203,惠普,HP Integrity rx9800 i4
3917202,惠普,HP Integrity rx9900 i4
3917204,惠普,HP Integrity BL860C i4
